Customer ID,Cluster Demo,recency,frequency,monetary,segment_overall_scoring,RFM_cluster
EM-14200,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",158.0,4,366.822,C,Recent Customer
FM-14215,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",7.0,15,2456.6380000000004,B,Recent Customer
RS-19765,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",36.0,14,4159.769999999999,B,Recent Customer
KT-16480,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",100.0,13,4642.088400000001,B,Recent Customer
RB-19645,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",648.0,7,221.084,C,Lost Cheap Customer
RA-19915,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",12.0,22,4793.543000000001,A,Others
RE-19405,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",1097.0,1,48.36,C,Lost Cheap Customer
BF-11215,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",65.0,8,1585.1619999999998,C,Recent Customer
ZC-21910,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",54.0,31,8025.707,A,Best Customer
TB-21595,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",285.0,7,1387.559,C,Almost Lost
MF-17665,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",421.0,8,937.039,C,Almost Lost
NM-18445,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",160.0,14,6459.343999999999,B,Recent Customer
FW-14395,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",362.0,3,79.75,C,Almost Lost
CC-12430,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",0.0,19,2870.05,A,Others
AW-10840,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",20.0,8,649.376,C,Recent Customer
MO-17800,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",104.0,11,1687.027,B,Recent Customer
RA-19945,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",61.0,9,1686.9225000000006,C,Recent Customer
JD-15790,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",117.0,7,2152.3520000000003,C,Recent Customer
LF-17185,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",22.0,16,3930.5089999999996,B,Recent Customer
KH-16690,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",2.0,15,5990.799000000001,B,Recent Customer
JD-16015,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",112.0,11,385.43000000000006,B,Recent Customer
MN-17935,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",34.0,10,2477.946,C,Recent Customer
JR-15700,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",68.0,1,863.8799999999999,C,Recent Customer
BG-11035,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",28.0,12,2798.948,B,Recent Customer
ME-17320,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",42.0,22,10663.727999999997,A,Best Customer
RC-19825,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",369.0,10,966.4089999999999,C,Almost Lost
CC-12610,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",34.0,12,2540.631,B,Recent Customer
SD-20485,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",200.0,21,6121.114,A,Others
GA-14515,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",149.0,14,3919.7760000000003,B,Recent Customer
CG-12040,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",49.0,9,904.468,C,Recent Customer
CM-12160,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",26.0,7,2533.314,C,Recent Customer
VB-21745,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",54.0,10,2005.596,C,Recent Customer
NK-18490,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",70.0,11,572.048,B,Recent Customer
DC-13285,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",23.0,7,1174.618,C,Recent Customer
MB-17305,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",48.0,19,1548.7019999999998,B,Others
ML-17395,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",69.0,20,2722.843,B,Others
CK-12595,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",43.0,25,2372.75,B,Others
PS-18970,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",69.0,13,1278.6390000000001,B,Recent Customer
CM-12190,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",8.0,7,1475.144,C,Recent Customer
EB-13975,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",0.0,6,1643.255,C,Recent Customer
CC-12475,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",39.0,13,1659.438,B,Recent Customer
EH-13945,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",217.0,17,684.171,C,Almost Lost
TW-21025,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",64.0,12,5278.826,B,Recent Customer
DE-13255,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",719.0,9,2550.874,C,Lost Cheap Customer
ML-17410,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",54.0,15,2921.499999999999,B,Recent Customer
RH-19510,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",467.0,12,6979.180000000001,B,Others
HD-14785,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",769.0,7,251.35999999999999,C,Lost Cheap Customer
BP-11095,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",17.0,20,2442.044,B,Others
DW-13195,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",69.0,9,1080.751,C,Recent Customer
SP-20545,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",327.0,10,1306.086,C,Almost Lost
JJ-15445,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",483.0,6,709.1780000000001,C,Almost Lost
PC-19000,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",882.0,3,1061.488,C,Lost Cheap Customer
RP-19270,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",496.0,12,954.6451999999999,C,Almost Lost
SM-20950,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",25.0,22,5563.392,A,Others
SP-20860,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",79.0,24,4282.94,A,Others
DB-12970,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",241.0,14,2839.2272000000003,B,Others
CG-12520,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",338.0,5,1148.78,C,Almost Lost
MG-17695,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",555.0,7,1342.282,C,Almost Lost
FO-14305,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",38.0,15,2678.438,B,Recent Customer
JH-15985,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",29.0,14,7954.998,A,Others
AJ-10795,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",166.0,21,4501.391,A,Others
BB-10990,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",105.0,8,744.34,C,Recent Customer
GT-14755,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",34.0,7,226.436,C,Recent Customer
CA-12055,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",401.0,10,1679.724,C,Almost Lost
GM-14455,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",16.0,12,3078.6240000000003,B,Recent Customer
BP-11290,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",12.0,16,2475.1570000000006,B,Recent Customer
RB-19795,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",32.0,18,5633.315999999999,B,Recent Customer
LP-17080,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",40.0,9,756.606,C,Recent Customer
LL-16840,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",249.0,12,2741.204,C,Almost Lost
DF-13135,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",700.0,6,2390.534,C,Lost Cheap Customer
DK-12895,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",45.0,15,4282.175999999999,B,Recent Customer
AW-10930,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",46.0,16,2852.9680000000008,B,Recent Customer
JD-16060,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",300.0,6,695.4420000000001,C,Almost Lost
KD-16495,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",112.0,28,8181.256,A,Best Customer
GW-14605,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",28.0,9,2189.0190000000002,C,Recent Customer
TB-21520,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",107.0,20,4737.486,A,Others
SS-20590,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",432.0,9,418.49,C,Almost Lost
CS-12250,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",26.0,28,2754.216,B,Others
JW-16075,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",461.0,7,1428.731,C,Almost Lost
AR-10345,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",111.0,5,1055.694,C,Recent Customer
CL-12700,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",105.0,8,2353.586,C,Recent Customer
HR-14830,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",159.0,14,5248.787,B,Recent Customer
BT-11440,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",560.0,7,603.876,C,Almost Lost
KN-16390,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",19.0,17,2617.2720000000004,B,Recent Customer
GZ-14470,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",7.0,14,4355.15,B,Recent Customer
TB-21625,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",30.0,15,2797.668,B,Recent Customer
TH-21550,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",72.0,13,4234.0960000000005,B,Recent Customer
EH-14005,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",2.0,11,1219.5300000000002,B,Recent Customer
MV-18190,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",19.0,11,1734.5739999999998,B,Recent Customer
LW-17215,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",21.0,15,5420.514,B,Recent Customer
MA-17560,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",64.0,34,4299.160999999999,A,Others
MH-17785,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",98.0,11,2203.7780000000002,B,Recent Customer
AC-10660,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",282.0,6,657.316,C,Almost Lost
AB-10015,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",415.0,6,886.156,C,Almost Lost
MK-18160,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",240.0,11,1031.6019999999999,C,Almost Lost
BG-11695,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",36.0,8,1874.1719999999998,C,Recent Customer
BW-11200,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",203.0,10,1738.4060000000002,C,Recent Customer
SJ-20500,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",253.0,7,1318.7759999999996,C,Almost Lost
CR-12730,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",78.0,6,1600.55,C,Recent Customer
BP-11230,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",39.0,6,1181.4900000000002,C,Recent Customer
HZ-14950,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",35.0,6,886.5199999999999,C,Recent Customer
AM-10705,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",162.0,22,5664.022,A,Others
HW-14935,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",117.0,20,9300.253999999997,A,Best Customer
EM-13825,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",55.0,16,2339.598,B,Recent Customer
GH-14665,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",2.0,3,146.9408,C,Recent Customer
CK-12760,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",82.0,14,1582.1090000000004,B,Recent Customer
AG-10525,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",845.0,9,1455.038,C,Lost Cheap Customer
ER-13855,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",421.0,5,1245.788,C,Almost Lost
JH-15910,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",41.0,9,959.477,C,Recent Customer
KD-16345,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",41.0,10,1888.964,C,Recent Customer
CR-12820,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",85.0,7,1397.8724,C,Recent Customer
CT-11995,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",96.0,18,3241.898000000001,B,Recent Customer
FH-14275,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",37.0,21,4256.272000000001,A,Others
JM-15250,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",37.0,19,3159.1220000000003,A,Others
AA-10480,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",259.0,12,1790.512,C,Almost Lost
JB-15400,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",7.0,16,1791.605,B,Recent Customer
DL-13315,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",22.0,17,1458.2580000000003,B,Recent Customer
MD-17350,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",117.0,17,3766.382,B,Recent Customer
CL-11890,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",106.0,7,1262.014,C,Recent Customer
SW-20455,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",162.0,9,2921.5440000000003,B,Recent Customer
BW-11065,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",212.0,3,385.516,C,Recent Customer
BS-11365,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",558.0,9,10501.652999999998,B,Big Amount Sales
TB-21190,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",49.0,4,816.174,C,Recent Customer
NF-18475,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",525.0,4,377.16200000000003,C,Almost Lost
CD-11920,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",40.0,9,2033.968,C,Recent Customer
DJ-13630,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",12.0,8,3356.3979999999992,B,Recent Customer
SW-20245,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",81.0,10,1085.078,C,Recent Customer
TP-21130,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",8.0,16,4454.056,B,Recent Customer
LH-16750,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",151.0,3,287.426,C,Recent Customer
GH-14485,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",387.0,3,1361.2440000000004,C,Almost Lost
JC-15385,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",175.0,4,1058.1080000000002,C,Recent Customer
AS-10630,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",92.0,12,833.3979999999999,B,Recent Customer
AH-10690,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",410.0,23,7888.294000000001,A,Others
KB-16600,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",1.0,9,983.9219999999999,C,Recent Customer
SJ-20215,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",29.0,10,1341.036,C,Recent Customer
NC-18415,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",41.0,14,2218.99,B,Recent Customer
NR-18550,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",210.0,13,2367.277,B,Recent Customer
MP-18175,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",16.0,19,5087.92,A,Others
EB-13870,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",100.0,11,2767.219,B,Recent Customer
NP-18670,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",58.0,10,3908.402,B,Recent Customer
NB-18580,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",1165.0,2,273.87199999999996,C,Lost Cheap Customer
KB-16405,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",117.0,9,908.8209999999999,C,Recent Customer
BP-11185,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",1.0,18,3675.8610000000003,B,Recent Customer
AR-10405,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",125.0,7,2236.1279999999997,C,Recent Customer
BS-11755,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",1.0,14,2562.3820000000005,B,Recent Customer
AJ-10945,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",85.0,10,1839.2400000000002,C,Recent Customer
MR-17545,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",125.0,6,639.178,C,Recent Customer
VG-21805,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",286.0,6,427.372,C,Almost Lost
AS-10285,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",19.0,8,3214.236,B,Recent Customer
XP-21865,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",43.0,28,2374.6580000000004,B,Others
CC-12100,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",457.0,13,1770.945,C,Almost Lost
JK-15730,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",84.0,20,4867.200000000001,A,Others
MH-18025,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",49.0,10,2984.9480000000003,B,Recent Customer
AJ-10960,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",74.0,5,629.2479999999999,C,Recent Customer
SB-20170,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",201.0,7,1348.02,C,Recent Customer
CM-11935,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",708.0,4,565.3919999999999,C,Lost Cheap Customer
BO-11425,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",75.0,2,130.83,C,Recent Customer
MG-17680,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",92.0,10,2350.188,C,Recent Customer
MT-18070,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",203.0,11,1319.4497999999996,B,Recent Customer
EB-14170,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",82.0,7,1186.326,C,Recent Customer
TH-21235,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",117.0,13,1022.2010000000001,B,Recent Customer
AG-10300,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",118.0,5,367.54800000000006,C,Recent Customer
DS-13180,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",23.0,20,2881.8128,A,Others
MC-18130,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",369.0,11,1581.9979999999998,C,Almost Lost
LM-17065,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",391.0,7,1346.7740000000001,C,Almost Lost
BT-11485,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",659.0,3,415.19599999999997,C,Lost Cheap Customer
BB-11545,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",28.0,20,6765.727999999999,A,Others
SH-20395,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",23.0,15,2180.718,B,Recent Customer
EM-13810,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",132.0,7,2567.01,C,Recent Customer
DK-13150,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",10.0,5,797.8319999999999,C,Recent Customer
BE-11455,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",254.0,13,1727.6520000000003,C,Almost Lost
PB-18805,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",25.0,10,740.356,C,Recent Customer
TS-21085,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",357.0,2,4.833000000000001,C,Almost Lost
LR-17035,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",132.0,12,1879.3059999999998,B,Recent Customer
RM-19375,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",345.0,9,1453.474,C,Almost Lost
NC-18625,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",204.0,9,1821.7420000000002,C,Recent Customer
TS-21160,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",504.0,17,2163.6240000000003,C,Almost Lost
BD-11320,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",33.0,19,5718.521000000001,A,Others
MO-17950,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",180.0,4,154.288,C,Recent Customer
AB-10150,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",41.0,12,966.7099999999998,B,Recent Customer
CL-12565,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",284.0,28,10880.545999999998,A,Others
